,Content ID,User ID,Type of Reaction,Sentiment,Score,Type of Content,Category
13909,e61a1b04-17e4-4918-a637-ebfc59783ad0,05782669-264e-4c14-990e-14c8dbb13bef,peeking,neutral,35,audio,fitness
13910,e61a1b04-17e4-4918-a637-ebfc59783ad0,d27670c9-f85e-43e0-80a7-122cba908f10,peeking,neutral,35,audio,fitness
13911,e61a1b04-17e4-4918-a637-ebfc59783ad0,e74edcea-5db4-4412-a4ce-eb7c5adc314a,peeking,neutral,35,audio,fitness
13912,e61a1b04-17e4-4918-a637-ebfc59783ad0,43dc107a-bd3f-4cfe-96f7-8d17ca485bc2,cherish,positive,70,audio,fitness
13913,e61a1b04-17e4-4918-a637-ebfc59783ad0,69532ce2-1ffe-4187-8042-0230d115b24e,cherish,positive,70,audio,fitness
13914,e61a1b04-17e4-4918-a637-ebfc59783ad0,4793cc6d-be60-42cc-bfd4-7ce8fd4d0eab,cherish,positive,70,audio,fitness
13915,e61a1b04-17e4-4918-a637-ebfc59783ad0,a6133f47-5586-434e-8be1-1e7122db1c0e,cherish,positive,70,audio,fitness
13916,e61a1b04-17e4-4918-a637-ebfc59783ad0,c3988ef2-7e28-4db7-8981-c69f61a3bfce,cherish,positive,70,audio,fitness
13917,e61a1b04-17e4-4918-a637-ebfc59783ad0,35d6a1f3-e358-4d4b-8074-05f3b7f35c2a,hate,negative,5,audio,fitness
13918,e61a1b04-17e4-4918-a637-ebfc59783ad0,5870e611-6218-48e1-a9a0-ba86fe5598f7,hate,negative,5,audio,fitness
13919,e61a1b04-17e4-4918-a637-ebfc59783ad0,9e9cf8e7-6731-47da-bc0f-3a487e835586,hate,negative,5,audio,fitness
13920,e61a1b04-17e4-4918-a637-ebfc59783ad0,0828c4e1-63ec-4121-aa07-eefd37954bb9,hate,negative,5,audio,fitness
13921,e61a1b04-17e4-4918-a637-ebfc59783ad0,1ea3d5d6-7e6d-4554-b31d-ea31dc2150f9,indifferent,neutral,20,audio,fitness
13922,e61a1b04-17e4-4918-a637-ebfc59783ad0,1ee25417-3648-4220-9b8f-fc82d1ef450c,indifferent,neutral,20,audio,fitness
13923,e61a1b04-17e4-4918-a637-ebfc59783ad0,54729154-eb5c-413a-8837-887365057910,super love,positive,75,audio,fitness
13924,e61a1b04-17e4-4918-a637-ebfc59783ad0,122c3e03-0a96-4d62-9d17-27f8e2b6ba58,super love,positive,75,audio,fitness
13925,e61a1b04-17e4-4918-a637-ebfc59783ad0,b1ceae0c-016d-421f-a6f0-488a7857f9f6,super love,positive,75,audio,fitness
13926,e61a1b04-17e4-4918-a637-ebfc59783ad0,a6e32004-8866-40e5-aaeb-e159c13fd42a,super love,positive,75,audio,fitness
13927,e61a1b04-17e4-4918-a637-ebfc59783ad0,6fd58dea-315a-4ab2-8023-424a6ff455cd,super love,positive,75,audio,fitness
13928,e61a1b04-17e4-4918-a637-ebfc59783ad0,e32722f4-69b1-4aff-b13b-8928ea08fd6a,worried,negative,12,audio,fitness
13929,e61a1b04-17e4-4918-a637-ebfc59783ad0,b0d6f088-ee97-4087-aeb1-4957f24a5f4d,worried,negative,12,audio,fitness
13930,e61a1b04-17e4-4918-a637-ebfc59783ad0,ed3494e3-695b-4068-a725-09c6cdf92d63,worried,negative,12,audio,fitness
13931,e61a1b04-17e4-4918-a637-ebfc59783ad0,13f0db8a-152a-496f-a6e8-1ed6a90b8788,like,positive,50,audio,fitness
13932,e61a1b04-17e4-4918-a637-ebfc59783ad0,beb1f34e-7870-46d6-9fc7-2e12eb83ce43,like,positive,50,audio,fitness
13933,e61a1b04-17e4-4918-a637-ebfc59783ad0,a94a7d87-65df-4c21-847a-0e8af6cb5c02,like,positive,50,audio,fitness
13934,e61a1b04-17e4-4918-a637-ebfc59783ad0,0a1cde57-79ab-4c61-b664-1d3b290b43cf,like,positive,50,audio,fitness
13935,e61a1b04-17e4-4918-a637-ebfc59783ad0,0871bb31-3d6e-4e4c-ab19-95a262cac0d4,heart,positive,60,audio,fitness
13936,e61a1b04-17e4-4918-a637-ebfc59783ad0,63e07d14-7bed-44b8-9cf0-4a7e9b2a99ea,heart,positive,60,audio,fitness
13937,e61a1b04-17e4-4918-a637-ebfc59783ad0,941db1b1-270d-47f8-8a96-43f5a7481f03,want,positive,70,audio,fitness
13938,e61a1b04-17e4-4918-a637-ebfc59783ad0,9ce133df-bd87-4559-96d7-a402add824ca,intrigued,positive,45,audio,fitness
13939,e61a1b04-17e4-4918-a637-ebfc59783ad0,ed3494e3-695b-4068-a725-09c6cdf92d63,intrigued,positive,45,audio,fitness
13940,e61a1b04-17e4-4918-a637-ebfc59783ad0,1f7e22c8-558a-4b6f-a04f-b219593f029e,love,positive,65,audio,fitness
13941,e61a1b04-17e4-4918-a637-ebfc59783ad0,bfe23c39-f814-4282-b0f7-506cd8295b8a,adore,positive,72,audio,fitness
13942,e61a1b04-17e4-4918-a637-ebfc59783ad0,95f4bf3f-7eb7-429a-9f48-0f7cbdf0beaa,adore,positive,72,audio,fitness
13943,e61a1b04-17e4-4918-a637-ebfc59783ad0,6ecb39b1-8f85-44f1-b2f3-0cffcba4d731,adore,positive,72,audio,fitness
13944,d39b0a7e-ce14-4ad4-aa9f-5aefc827f9e6,766886c9-a63a-4446-bb4a-07d611b3b212,disgust,negative,0,photo,veganism
13945,d39b0a7e-ce14-4ad4-aa9f-5aefc827f9e6,ba55c3a8-5ab2-486a-8c90-b972117453bb,disgust,negative,0,photo,veganism
13946,d39b0a7e-ce14-4ad4-aa9f-5aefc827f9e6,132b1407-16fa-48f8-8112-3e426974bbb7,disgust,negative,0,photo,veganism
13947,d39b0a7e-ce14-4ad4-aa9f-5aefc827f9e6,d55f3314-96cc-4a5d-b650-f43f094cd3c3,scared,negative,15,photo,veganism
13948,d39b0a7e-ce14-4ad4-aa9f-5aefc827f9e6,c1e01541-7508-4712-a22c-0370f232a41e,scared,negative,15,photo,veganism
13949,d39b0a7e-ce14-4ad4-aa9f-5aefc827f9e6,d51a3403-8bab-4d88-af4f-a429c6d8c168,scared,negative,15,photo,veganism
13950,d39b0a7e-ce14-4ad4-aa9f-5aefc827f9e6,48e834aa-fd4a-4206-93e8-ac8fdac613bc,scared,negative,15,photo,veganism
13951,d39b0a7e-ce14-4ad4-aa9f-5aefc827f9e6,92b87fa5-f271-43e0-af66-84fac21052e6,interested,positive,30,photo,veganism
13952,d39b0a7e-ce14-4ad4-aa9f-5aefc827f9e6,85503a94-e733-486e-989e-12ff9b59f2d3,peeking,neutral,35,photo,veganism
13953,d39b0a7e-ce14-4ad4-aa9f-5aefc827f9e6,a94a7d87-65df-4c21-847a-0e8af6cb5c02,peeking,neutral,35,photo,veganism
13954,d39b0a7e-ce14-4ad4-aa9f-5aefc827f9e6,d1a89d23-7d17-4949-9e1a-637317141f3d,hate,negative,5,photo,veganism
13955,d39b0a7e-ce14-4ad4-aa9f-5aefc827f9e6,7918d465-0953-4f20-9e28-539e74c82e2f,indifferent,neutral,20,photo,veganism
13956,d39b0a7e-ce14-4ad4-aa9f-5aefc827f9e6,4793cc6d-be60-42cc-bfd4-7ce8fd4d0eab,worried,negative,12,photo,veganism
13957,d39b0a7e-ce14-4ad4-aa9f-5aefc827f9e6,acd90ee9-84cd-465e-88e3-f128dd0cc1da,like,positive,50,photo,veganism
13958,d39b0a7e-ce14-4ad4-aa9f-5aefc827f9e6,20d507a0-fdba-4c04-a30c-bd18273accdc,like,positive,50,photo,veganism
13959,d39b0a7e-ce14-4ad4-aa9f-5aefc827f9e6,95258c36-5b6b-4591-85ee-0c43f503c1d5,like,positive,50,photo,veganism
13960,d39b0a7e-ce14-4ad4-aa9f-5aefc827f9e6,bf721d00-4fa1-44b1-834f-4730cd51aefa,heart,positive,60,photo,veganism
13961,d39b0a7e-ce14-4ad4-aa9f-5aefc827f9e6,1f7e22c8-558a-4b6f-a04f-b219593f029e,heart,positive,60,photo,veganism
13962,d39b0a7e-ce14-4ad4-aa9f-5aefc827f9e6,8f41c07f-db4f-44f3-ae81-1f99cee047eb,want,positive,70,photo,veganism
13963,d39b0a7e-ce14-4ad4-aa9f-5aefc827f9e6,72d2587e-8fae-4626-a73d-352e6465ba0f,want,positive,70,photo,veganism
13964,d39b0a7e-ce14-4ad4-aa9f-5aefc827f9e6,b726d35b-6345-4ed9-8431-fc75e38ba179,intrigued,positive,45,photo,veganism
13965,d39b0a7e-ce14-4ad4-aa9f-5aefc827f9e6,bf970f55-66c1-402d-a5d7-f086421516c9,intrigued,positive,45,photo,veganism
13966,d39b0a7e-ce14-4ad4-aa9f-5aefc827f9e6,5897490a-0aaa-49c9-b63e-0da83088e3e0,intrigued,positive,45,photo,veganism
13967,f663d05c-74ce-424b-89f2-58009b0095fb,87026ce7-fd0b-4b57-9126-d4bae2c1ee0e,disgust,negative,0,audio,public speaking
13968,f663d05c-74ce-424b-89f2-58009b0095fb,ef56931b-540b-4166-9090-73ae48ac8d97,disgust,negative,0,audio,public speaking
13969,f663d05c-74ce-424b-89f2-58009b0095fb,7dd7dec0-5758-4a6e-a7dd-27a20e57c757,dislike,negative,10,audio,public speaking
13970,f663d05c-74ce-424b-89f2-58009b0095fb,e69d9ade-20e5-4e31-bc70-5a46556c530f,scared,negative,15,audio,public speaking
13971,f663d05c-74ce-424b-89f2-58009b0095fb,7adafb3c-7c7c-492b-be5b-5ddd9ff1316a,interested,positive,30,audio,public speaking
13972,f663d05c-74ce-424b-89f2-58009b0095fb,76a034b7-e163-4735-a15b-b0ff645ca627,peeking,neutral,35,audio,public speaking
13973,f663d05c-74ce-424b-89f2-58009b0095fb,8f3d5674-544d-4f70-b4c1-7b9d93371855,worried,negative,12,audio,public speaking
13974,f663d05c-74ce-424b-89f2-58009b0095fb,3956593b-7739-426a-b7a5-e841c95a5df9,worried,negative,12,audio,public speaking
13975,f663d05c-74ce-424b-89f2-58009b0095fb,375985a6-ae79-43d2-b7c6-b182d83f1eaf,like,positive,50,audio,public speaking
13976,f663d05c-74ce-424b-89f2-58009b0095fb,5d33137a-3306-4d5f-8ab1-48d2446a12b0,want,positive,70,audio,public speaking
13977,f663d05c-74ce-424b-89f2-58009b0095fb,ef629f00-391d-4a79-af74-77a9afdbbd41,want,positive,70,audio,public speaking
13978,f663d05c-74ce-424b-89f2-58009b0095fb,07f4dcd0-2bf3-4f21-9da3-b054b511ae00,intrigued,positive,45,audio,public speaking
13979,f663d05c-74ce-424b-89f2-58009b0095fb,fe15963d-0a77-4247-9bc6-04e146b826b2,love,positive,65,audio,public speaking
13980,4c1ae4ba-078a-4720-aff0-817c7d549387,a92660de-2154-4694-a86e-88cb81c8ea95,disgust,negative,0,video,cooking
13981,4c1ae4ba-078a-4720-aff0-817c7d549387,b6d04982-1509-41ab-a700-b390d6cb4d02,disgust,negative,0,video,cooking
13982,4c1ae4ba-078a-4720-aff0-817c7d549387,89572273-761e-46f3-8b99-1689d98aac90,disgust,negative,0,video,cooking
13983,4c1ae4ba-078a-4720-aff0-817c7d549387,48e26178-5cdd-4568-9990-d3bc5937910b,disgust,negative,0,video,cooking
13984,4c1ae4ba-078a-4720-aff0-817c7d549387,4fe420fa-a193-4408-bd5d-62a020233609,dislike,negative,10,video,cooking
13985,4c1ae4ba-078a-4720-aff0-817c7d549387,d27670c9-f85e-43e0-80a7-122cba908f10,scared,negative,15,video,cooking
13986,4c1ae4ba-078a-4720-aff0-817c7d549387,9e9c6089-692f-406c-afee-50f62c127e9d,scared,negative,15,video,cooking
13987,4c1ae4ba-078a-4720-aff0-817c7d549387,9be473d9-cfdf-4954-bae2-09b0555a8ebb,interested,positive,30,video,cooking
13988,4c1ae4ba-078a-4720-aff0-817c7d549387,542041fb-f361-4353-b0f0-442c1585317a,interested,positive,30,video,cooking
13989,4c1ae4ba-078a-4720-aff0-817c7d549387,7b7b5825-2ae1-4119-99a7-e638f13267a0,interested,positive,30,video,cooking
13990,4c1ae4ba-078a-4720-aff0-817c7d549387,fdbaec82-bc98-47b8-8fe6-4aec7524e8e3,cherish,positive,70,video,cooking
13991,4c1ae4ba-078a-4720-aff0-817c7d549387,0c347562-ce55-450b-91ab-0707662b36f5,cherish,positive,70,video,cooking
13992,4c1ae4ba-078a-4720-aff0-817c7d549387,b0c22f82-b882-4394-bf27-6dfadf26e5c2,hate,negative,5,video,cooking
13993,4c1ae4ba-078a-4720-aff0-817c7d549387,7d8c8c77-77a8-4743-b35f-349c0ac07866,hate,negative,5,video,cooking
13994,4c1ae4ba-078a-4720-aff0-817c7d549387,0c9ea4da-c609-4b08-ab44-1da0530ba364,hate,negative,5,video,cooking
13995,4c1ae4ba-078a-4720-aff0-817c7d549387,7a85fbc6-253f-4552-9f4a-c1a332e14fa5,indifferent,neutral,20,video,cooking
13996,4c1ae4ba-078a-4720-aff0-817c7d549387,d1a89d23-7d17-4949-9e1a-637317141f3d,indifferent,neutral,20,video,cooking
13997,4c1ae4ba-078a-4720-aff0-817c7d549387,e3417115-6e56-4f55-a4ae-70353582a8c4,worried,negative,12,video,cooking
13998,4c1ae4ba-078a-4720-aff0-817c7d549387,3f218ab6-a288-4ee8-affc-3d02a9cbff5f,worried,negative,12,video,cooking
13999,4c1ae4ba-078a-4720-aff0-817c7d549387,3663e3e6-3d5c-4ed9-a6af-1e680ec5f34b,worried,negative,12,video,cooking
14000,4c1ae4ba-078a-4720-aff0-817c7d549387,ac4e6ee0-d1bd-4e6b-9355-7567b3e3ec5e,heart,positive,60,video,cooking
14001,4c1ae4ba-078a-4720-aff0-817c7d549387,5870e611-6218-48e1-a9a0-ba86fe5598f7,heart,positive,60,video,cooking
14002,4c1ae4ba-078a-4720-aff0-817c7d549387,56b8948a-68bd-425f-b842-eabe6bcfacca,heart,positive,60,video,cooking
14003,4c1ae4ba-078a-4720-aff0-817c7d549387,108fc1be-9c15-440a-9cab-634c3f414dcc,love,positive,65,video,cooking
14004,4c1ae4ba-078a-4720-aff0-817c7d549387,c880dbc5-8997-4f38-9055-c254b9133175,adore,positive,72,video,cooking
14005,964173f3-7019-4758-9ab9-df71585aa965,3d5f257e-556b-4e19-b127-977bc5c4daed,disgust,negative,0,audio,veganism
14006,964173f3-7019-4758-9ab9-df71585aa965,108fc1be-9c15-440a-9cab-634c3f414dcc,interested,positive,30,audio,veganism
14007,964173f3-7019-4758-9ab9-df71585aa965,3e65775b-36e4-495d-9c45-28127fb3da5f,interested,positive,30,audio,veganism
14008,964173f3-7019-4758-9ab9-df71585aa965,1ebc46fa-edd3-4dec-bb45-c124daf83512,peeking,neutral,35,audio,veganism
14009,964173f3-7019-4758-9ab9-df71585aa965,69527334-c362-47df-87fc-5e2b5e2605e5,cherish,positive,70,audio,veganism
14010,964173f3-7019-4758-9ab9-df71585aa965,568e7c6f-b1e9-4a85-897c-aaaaa0ce8832,cherish,positive,70,audio,veganism
14011,964173f3-7019-4758-9ab9-df71585aa965,11f207c2-0113-47e5-aa9a-df2c7b91ac75,cherish,positive,70,audio,veganism
14012,964173f3-7019-4758-9ab9-df71585aa965,8f3d5674-544d-4f70-b4c1-7b9d93371855,cherish,positive,70,audio,veganism
14013,964173f3-7019-4758-9ab9-df71585aa965,f717de6d-2b64-4ef9-855d-ff1c9460c3fe,hate,negative,5,audio,veganism
14014,964173f3-7019-4758-9ab9-df71585aa965,d16ed6bf-d35e-463b-92b0-393ee67e220c,indifferent,neutral,20,audio,veganism
14015,964173f3-7019-4758-9ab9-df71585aa965,e79a2e98-57b4-4469-8da4-87f338460d42,indifferent,neutral,20,audio,veganism
14016,964173f3-7019-4758-9ab9-df71585aa965,dab237a2-dcc9-4322-a9b6-b2d16ee38c78,super love,positive,75,audio,veganism
14017,964173f3-7019-4758-9ab9-df71585aa965,7e263bf1-e036-4cc8-9cb8-9beec89027a3,worried,negative,12,audio,veganism
14018,964173f3-7019-4758-9ab9-df71585aa965,a5c65404-5894-4b87-82f2-d787cbee86b4,worried,negative,12,audio,veganism
14019,964173f3-7019-4758-9ab9-df71585aa965,ed5e1675-94a8-482c-8b43-1b9bb71d0495,worried,negative,12,audio,veganism
14020,964173f3-7019-4758-9ab9-df71585aa965,9bbcd241-2de4-4a55-a3fe-2292cfbdc11c,worried,negative,12,audio,veganism
14021,964173f3-7019-4758-9ab9-df71585aa965,40f15350-9ac3-4b6c-83c3-51cc7945dd01,heart,positive,60,audio,veganism
14022,964173f3-7019-4758-9ab9-df71585aa965,26c9a1fc-78b0-460b-8931-cec1dc87aa0d,heart,positive,60,audio,veganism
14023,964173f3-7019-4758-9ab9-df71585aa965,b841358a-d8ff-412e-b940-3a95fd31291b,heart,positive,60,audio,veganism
14024,964173f3-7019-4758-9ab9-df71585aa965,77908afa-eff6-49a9-b042-04fff799a0ff,heart,positive,60,audio,veganism
14025,964173f3-7019-4758-9ab9-df71585aa965,90e2caab-9daa-4bf0-8104-c25e6c70c59d,want,positive,70,audio,veganism
14026,964173f3-7019-4758-9ab9-df71585aa965,ffdb3615-516c-422f-aa24-a137e3027d3a,intrigued,positive,45,audio,veganism
14027,964173f3-7019-4758-9ab9-df71585aa965,740a4abd-187d-4783-990b-161c52fb5f86,love,positive,65,audio,veganism
14028,964173f3-7019-4758-9ab9-df71585aa965,0828c4e1-63ec-4121-aa07-eefd37954bb9,adore,positive,72,audio,veganism
14029,964173f3-7019-4758-9ab9-df71585aa965,c43c2351-9591-4122-acdd-b521723d7292,adore,positive,72,audio,veganism
14030,964173f3-7019-4758-9ab9-df71585aa965,392bf6a1-dd73-48a5-9fd9-431749f2a8ef,adore,positive,72,audio,veganism
14031,964173f3-7019-4758-9ab9-df71585aa965,71519e2e-6e97-4b73-a346-cc3a91cb4661,adore,positive,72,audio,veganism
14032,fa60edda-2d32-42ab-905d-2f5de379c461,69532ce2-1ffe-4187-8042-0230d115b24e,disgust,negative,0,photo,fitness
14033,fa60edda-2d32-42ab-905d-2f5de379c461,90e2caab-9daa-4bf0-8104-c25e6c70c59d,dislike,negative,10,photo,fitness
14034,fa60edda-2d32-42ab-905d-2f5de379c461,91bec0ab-a8d4-421e-b333-e511c7c6f9a0,cherish,positive,70,photo,fitness
14035,fa60edda-2d32-42ab-905d-2f5de379c461,bf970f55-66c1-402d-a5d7-f086421516c9,indifferent,neutral,20,photo,fitness
14036,fa60edda-2d32-42ab-905d-2f5de379c461,2bd9c167-e06c-47c1-a978-3403d6724606,heart,positive,60,photo,fitness
14037,fa60edda-2d32-42ab-905d-2f5de379c461,76a034b7-e163-4735-a15b-b0ff645ca627,want,positive,70,photo,fitness
14038,fa60edda-2d32-42ab-905d-2f5de379c461,2af7f476-41b6-4147-aac7-0bbcb5043895,intrigued,positive,45,photo,fitness
14039,fa60edda-2d32-42ab-905d-2f5de379c461,d56c9d87-7d56-4a5e-a0e8-bbc4ddc3242c,intrigued,positive,45,photo,fitness
14040,964a54b7-7dc7-40b0-bd94-9898b670f9cd,9a84c667-c913-47ce-be69-0f847dbfe0db,disgust,negative,0,photo,science
14041,964a54b7-7dc7-40b0-bd94-9898b670f9cd,de050611-e926-43bb-b1ea-502d8bd25bfc,dislike,negative,10,photo,science
14042,964a54b7-7dc7-40b0-bd94-9898b670f9cd,63e07d14-7bed-44b8-9cf0-4a7e9b2a99ea,dislike,negative,10,photo,science
14043,964a54b7-7dc7-40b0-bd94-9898b670f9cd,a6e32004-8866-40e5-aaeb-e159c13fd42a,scared,negative,15,photo,science
14044,964a54b7-7dc7-40b0-bd94-9898b670f9cd,77908afa-eff6-49a9-b042-04fff799a0ff,interested,positive,30,photo,science
14045,964a54b7-7dc7-40b0-bd94-9898b670f9cd,4c731e48-0377-4d7d-b4c8-b2174b774ed8,cherish,positive,70,photo,science
14046,964a54b7-7dc7-40b0-bd94-9898b670f9cd,13f0db8a-152a-496f-a6e8-1ed6a90b8788,cherish,positive,70,photo,science
14047,964a54b7-7dc7-40b0-bd94-9898b670f9cd,a90c3ed2-7c64-47c3-9da5-b10d05f6f9f2,hate,negative,5,photo,science
14048,964a54b7-7dc7-40b0-bd94-9898b670f9cd,7d8464e7-44df-46bd-b338-d599eb730ea2,indifferent,neutral,20,photo,science
14049,964a54b7-7dc7-40b0-bd94-9898b670f9cd,f73a01fe-444d-4b94-8d0e-4ec2cb97495b,indifferent,neutral,20,photo,science
14050,964a54b7-7dc7-40b0-bd94-9898b670f9cd,2c32ac39-926d-4473-801f-5733222ad74f,indifferent,neutral,20,photo,science
14051,964a54b7-7dc7-40b0-bd94-9898b670f9cd,dcc6000c-ba92-472c-8bc1-9e9ca30b475b,super love,positive,75,photo,science
14052,964a54b7-7dc7-40b0-bd94-9898b670f9cd,425b7021-0409-4358-af39-2bff14197d0a,worried,negative,12,photo,science
14053,964a54b7-7dc7-40b0-bd94-9898b670f9cd,24789387-968b-425a-8836-14e243cda16c,intrigued,positive,45,photo,science
14054,964a54b7-7dc7-40b0-bd94-9898b670f9cd,e32722f4-69b1-4aff-b13b-8928ea08fd6a,love,positive,65,photo,science
14055,964a54b7-7dc7-40b0-bd94-9898b670f9cd,85a3acae-0e71-49f4-a6ee-13d3df1f4962,adore,positive,72,photo,science
14056,964a54b7-7dc7-40b0-bd94-9898b670f9cd,f5d9a26e-986d-4d8e-a1c9-69493fb64736,adore,positive,72,photo,science
14057,37331f8d-4fc5-42f6-a367-e59ccde67c45,80e03bc0-fc8f-475b-a4dd-870844b7a313,disgust,negative,0,audio,soccer
14058,37331f8d-4fc5-42f6-a367-e59ccde67c45,73a9e869-62a6-4508-b146-20dc9de19276,interested,positive,30,audio,soccer
14059,37331f8d-4fc5-42f6-a367-e59ccde67c45,b76ebf8d-3f04-4e7f-aec8-22575f68d9e2,peeking,neutral,35,audio,soccer
14060,37331f8d-4fc5-42f6-a367-e59ccde67c45,375985a6-ae79-43d2-b7c6-b182d83f1eaf,peeking,neutral,35,audio,soccer
14061,37331f8d-4fc5-42f6-a367-e59ccde67c45,40e643fb-369c-4ecb-beb7-810114f331fa,hate,negative,5,audio,soccer
14062,37331f8d-4fc5-42f6-a367-e59ccde67c45,80fc5e28-17ac-4e79-b9df-0d500abbe8b5,hate,negative,5,audio,soccer
14063,37331f8d-4fc5-42f6-a367-e59ccde67c45,ded166ee-173b-4a56-bc6d-464c35709670,indifferent,neutral,20,audio,soccer
14064,37331f8d-4fc5-42f6-a367-e59ccde67c45,8abcf667-7be3-439f-97bb-3375a3de366c,super love,positive,75,audio,soccer
14065,37331f8d-4fc5-42f6-a367-e59ccde67c45,77908afa-eff6-49a9-b042-04fff799a0ff,super love,positive,75,audio,soccer
14066,37331f8d-4fc5-42f6-a367-e59ccde67c45,5ff89fb3-b364-494f-b62d-07097b2ffa12,worried,negative,12,audio,soccer
14067,37331f8d-4fc5-42f6-a367-e59ccde67c45,78703a69-8edc-458f-b0fc-85d96501dcdc,want,positive,70,audio,soccer
14068,37331f8d-4fc5-42f6-a367-e59ccde67c45,8c9c5ee7-9c8c-4842-bbd1-1d1e51da8164,want,positive,70,audio,soccer
14069,37331f8d-4fc5-42f6-a367-e59ccde67c45,acbac577-54c9-4476-af3c-a3241a3f4a19,love,positive,65,audio,soccer
14070,37331f8d-4fc5-42f6-a367-e59ccde67c45,8dda1a41-9e57-4944-bd36-18c0ac343b13,adore,positive,72,audio,soccer
14071,8f4cea30-10e7-4806-8c01-d78ef6bcbfa8,dab237a2-dcc9-4322-a9b6-b2d16ee38c78,disgust,negative,0,photo,tennis
14072,8f4cea30-10e7-4806-8c01-d78ef6bcbfa8,0871bb31-3d6e-4e4c-ab19-95a262cac0d4,disgust,negative,0,photo,tennis
14073,8f4cea30-10e7-4806-8c01-d78ef6bcbfa8,b1ceae0c-016d-421f-a6f0-488a7857f9f6,dislike,negative,10,photo,tennis
14074,8f4cea30-10e7-4806-8c01-d78ef6bcbfa8,7d624010-a0e7-455b-a606-48c5c467dd80,dislike,negative,10,photo,tennis
14075,8f4cea30-10e7-4806-8c01-d78ef6bcbfa8,ef629f00-391d-4a79-af74-77a9afdbbd41,dislike,negative,10,photo,tennis
14076,8f4cea30-10e7-4806-8c01-d78ef6bcbfa8,d6204684-926d-41db-ae9c-a7bf2e76313a,scared,negative,15,photo,tennis
14077,8f4cea30-10e7-4806-8c01-d78ef6bcbfa8,f11e8adf-a550-4e7a-ab81-dbccd952dff8,scared,negative,15,photo,tennis
14078,8f4cea30-10e7-4806-8c01-d78ef6bcbfa8,07061727-dc05-4411-ab78-79f95b1869a9,scared,negative,15,photo,tennis
14079,8f4cea30-10e7-4806-8c01-d78ef6bcbfa8,05d7e77f-a18a-4358-a23a-46c560b3682e,scared,negative,15,photo,tennis
14080,8f4cea30-10e7-4806-8c01-d78ef6bcbfa8,7d8464e7-44df-46bd-b338-d599eb730ea2,interested,positive,30,photo,tennis
14081,8f4cea30-10e7-4806-8c01-d78ef6bcbfa8,2ef20e99-8be8-4ab6-a817-83991f7a0fa3,interested,positive,30,photo,tennis
14082,8f4cea30-10e7-4806-8c01-d78ef6bcbfa8,84bd5adb-286c-429a-926d-4ea120270825,interested,positive,30,photo,tennis
14083,8f4cea30-10e7-4806-8c01-d78ef6bcbfa8,5ff89fb3-b364-494f-b62d-07097b2ffa12,peeking,neutral,35,photo,tennis
14084,8f4cea30-10e7-4806-8c01-d78ef6bcbfa8,9bb5d084-0b28-4352-8591-5b5a4efecdf0,peeking,neutral,35,photo,tennis
14085,8f4cea30-10e7-4806-8c01-d78ef6bcbfa8,d71363d5-6468-44b0-b641-94c4776bce98,cherish,positive,70,photo,tennis
14086,8f4cea30-10e7-4806-8c01-d78ef6bcbfa8,f0ef81ec-85b1-4475-ae60-aa7d373088aa,cherish,positive,70,photo,tennis
14087,8f4cea30-10e7-4806-8c01-d78ef6bcbfa8,e3417115-6e56-4f55-a4ae-70353582a8c4,cherish,positive,70,photo,tennis
14088,8f4cea30-10e7-4806-8c01-d78ef6bcbfa8,7d8c8c77-77a8-4743-b35f-349c0ac07866,cherish,positive,70,photo,tennis
14089,8f4cea30-10e7-4806-8c01-d78ef6bcbfa8,425b7021-0409-4358-af39-2bff14197d0a,cherish,positive,70,photo,tennis
14090,8f4cea30-10e7-4806-8c01-d78ef6bcbfa8,a6668254-c779-424c-8c8b-1762bf45916e,cherish,positive,70,photo,tennis
14091,8f4cea30-10e7-4806-8c01-d78ef6bcbfa8,8298747d-33c8-441c-9c5a-a6cf648c95d8,cherish,positive,70,photo,tennis
14092,8f4cea30-10e7-4806-8c01-d78ef6bcbfa8,4fe1900d-5e78-41a3-88ed-18e6889c6c77,hate,negative,5,photo,tennis
14093,8f4cea30-10e7-4806-8c01-d78ef6bcbfa8,ddd079a8-00dd-4aab-9551-11961171db16,hate,negative,5,photo,tennis
14094,8f4cea30-10e7-4806-8c01-d78ef6bcbfa8,a6668254-c779-424c-8c8b-1762bf45916e,super love,positive,75,photo,tennis
14095,8f4cea30-10e7-4806-8c01-d78ef6bcbfa8,002cd824-10f2-447c-8d1c-940325a1cdf4,super love,positive,75,photo,tennis
14096,8f4cea30-10e7-4806-8c01-d78ef6bcbfa8,63e1cb43-d3dc-491a-af16-209c1c152c44,super love,positive,75,photo,tennis
14097,8f4cea30-10e7-4806-8c01-d78ef6bcbfa8,8d67b1c4-cd76-4701-a908-738e7a2411e7,worried,negative,12,photo,tennis
14098,8f4cea30-10e7-4806-8c01-d78ef6bcbfa8,987b33de-7307-48c1-b34a-6c6806d7af67,like,positive,50,photo,tennis
14099,8f4cea30-10e7-4806-8c01-d78ef6bcbfa8,132b1407-16fa-48f8-8112-3e426974bbb7,like,positive,50,photo,tennis
14100,8f4cea30-10e7-4806-8c01-d78ef6bcbfa8,1f81cb56-5258-4f9e-ab2c-4dfb581b44cb,want,positive,70,photo,tennis
